salesorderid,customerid,orderdate,orderquantity,productid,unitprice,linetotal
61087,24632,2013-11-28,1,956,2384.07,2384.07
61087,24632,2013-11-28,1,870,4.99,4.99
61087,24632,2013-11-28,1,872,8.99,8.99
61087,24632,2013-11-28,1,707,34.99,34.99
61087,24632,2013-11-28,1,714,49.99,49.99
61088,19527,2013-11-28,1,800,1120.49,1120.49
61088,19527,2013-11-28,1,870,4.99,4.99
61088,19527,2013-11-28,1,872,8.99,8.99
61088,19527,2013-11-28,1,707,34.99,34.99
61088,19527,2013-11-28,1,716,49.99,49.99
61089,20191,2013-11-28,1,797,1120.49,1120.49
61089,20191,2013-11-28,1,872,8.99,8.99
61089,20191,2013-11-28,1,870,4.99,4.99
61089,20191,2013-11-28,1,712,8.99,8.99
61090,16955,2013-11-28,1,974,1700.99,1700.99
61090,16955,2013-11-28,1,711,34.99,34.99
61090,16955,2013-11-28,1,859,24.49,24.49
61091,17465,2013-11-28,1,974,1700.99,1700.99
61091,17465,2013-11-28,1,922,3.99,3.99
61091,17465,2013-11-28,1,932,24.99,24.99
61091,17465,2013-11-28,1,707,34.99,34.99
61092,22623,2013-11-28,1,997,539.99,539.99
61092,22623,2013-11-28,1,870,4.99,4.99
61092,22623,2013-11-28,1,872,8.99,8.99
61093,11611,2013-11-29,1,783,2294.99,2294.99
61094,13595,2013-11-29,1,784,2294.99,2294.99
61094,13595,2013-11-29,1,871,9.99,9.99
61094,13595,2013-11-29,1,870,4.99,4.99
61095,14185,2013-11-29,1,783,2294.99,2294.99
61095,14185,2013-11-29,1,871,9.99,9.99
61095,14185,2013-11-29,1,870,4.99,4.99
61095,14185,2013-11-29,1,708,34.99,34.99
61096,12486,2013-11-29,1,783,2294.99,2294.99
61096,12486,2013-11-29,1,871,9.99,9.99
61096,12486,2013-11-29,1,870,4.99,4.99
61097,14773,2013-11-29,1,783,2294.99,2294.99
61097,14773,2013-11-29,1,876,120.0,120.0
61098,16681,2013-11-29,1,929,29.99,29.99
61098,16681,2013-11-29,1,873,2.29,2.29
61099,16615,2013-11-29,1,929,29.99,29.99
61099,16615,2013-11-29,1,921,4.99,4.99
61099,16615,2013-11-29,1,878,21.98,21.98
61100,24886,2013-11-29,1,931,21.49,21.49
61100,24886,2013-11-29,1,922,3.99,3.99
61100,24886,2013-11-29,1,880,54.99,54.99
61101,20631,2013-11-29,1,930,35.0,35.0
61101,20631,2013-11-29,1,878,21.98,21.98
61101,20631,2013-11-29,1,870,4.99,4.99
61101,20631,2013-11-29,1,871,9.99,9.99
61102,19976,2013-11-29,1,931,21.49,21.49
61102,19976,2013-11-29,1,922,3.99,3.99
61102,19976,2013-11-29,1,873,2.29,2.29
61103,20155,2013-11-29,1,870,4.99,4.99
61103,20155,2013-11-29,1,880,54.99,54.99
61104,17298,2013-11-29,1,921,4.99,4.99
61104,17298,2013-11-29,1,929,29.99,29.99
61104,17298,2013-11-29,1,878,21.98,21.98
61104,17298,2013-11-29,1,865,63.5,63.5
61105,27716,2013-11-29,1,923,4.99,4.99
61105,27716,2013-11-29,1,873,2.29,2.29
61106,13613,2013-11-29,1,868,69.99,69.99
61107,17068,2013-11-29,1,881,53.99,53.99
61108,12665,2013-11-29,1,873,2.29,2.29
61109,16627,2013-11-29,1,933,32.6,32.6
61109,16627,2013-11-29,1,873,2.29,2.29
61110,17847,2013-11-29,1,973,1700.99,1700.99
61111,17841,2013-11-29,1,984,564.99,564.99
61111,17841,2013-11-29,1,878,21.98,21.98
61111,17841,2013-11-29,1,707,34.99,34.99
61112,23926,2013-11-29,1,793,2443.35,2443.35
61113,14137,2013-11-29,1,982,769.49,769.49
61113,14137,2013-11-29,1,714,49.99,49.99
61114,12857,2013-11-29,1,783,2294.99,2294.99
61114,12857,2013-11-29,1,930,35.0,35.0
61114,12857,2013-11-29,1,921,4.99,4.99
61115,11519,2013-11-29,1,711,34.99,34.99
61115,11519,2013-11-29,1,716,49.99,49.99
61116,11499,2013-11-29,1,873,2.29,2.29
61116,11499,2013-11-29,1,876,120.0,120.0
61117,13072,2013-11-29,1,876,120.0,120.0
61118,11262,2013-11-29,1,923,4.99,4.99
61118,11262,2013-11-29,1,859,24.49,24.49
61119,11719,2013-11-29,1,922,3.99,3.99
61119,11719,2013-11-29,1,931,21.49,21.49
61119,11719,2013-11-29,1,708,34.99,34.99
61120,11253,2013-11-29,1,932,24.99,24.99
61120,11253,2013-11-29,1,922,3.99,3.99
61120,11253,2013-11-29,1,708,34.99,34.99
61121,11253,2013-11-29,1,931,21.49,21.49
61121,11253,2013-11-29,1,873,2.29,2.29
61122,11660,2013-11-29,1,921,4.99,4.99
61122,11660,2013-11-29,1,928,24.99,24.99
61122,11660,2013-11-29,1,859,24.49,24.49
61122,11660,2013-11-29,1,711,34.99,34.99
61123,25006,2013-11-29,1,928,24.99,24.99
61123,25006,2013-11-29,1,921,4.99,4.99
61124,25374,2013-11-29,1,922,3.99,3.99
61124,25374,2013-11-29,1,933,32.6,32.6
61124,25374,2013-11-29,1,711,34.99,34.99
61125,23180,2013-11-29,1,929,29.99,29.99
61125,23180,2013-11-29,1,873,2.29,2.29
61125,23180,2013-11-29,1,876,120.0,120.0
61126,11520,2013-11-29,1,929,29.99,29.99
61126,11520,2013-11-29,1,864,63.5,63.5
61127,21368,2013-11-29,1,870,4.99,4.99
61127,21368,2013-11-29,1,871,9.99,9.99
61128,21452,2013-11-29,1,871,9.99,9.99
61128,21452,2013-11-29,1,870,4.99,4.99
61128,21452,2013-11-29,1,707,34.99,34.99
61129,19654,2013-11-29,1,874,8.99,8.99
61129,19654,2013-11-29,1,868,69.99,69.99
61130,27428,2013-11-29,1,867,69.99,69.99
61130,27428,2013-11-29,1,859,24.49,24.49
61131,18652,2013-11-29,1,712,8.99,8.99
61131,18652,2013-11-29,1,870,4.99,4.99
61132,14627,2013-11-29,1,921,4.99,4.99
61132,14627,2013-11-29,1,873,2.29,2.29
61133,16932,2013-11-29,1,921,4.99,4.99
61133,16932,2013-11-29,1,873,2.29,2.29
61134,15459,2013-11-29,1,921,4.99,4.99
61134,15459,2013-11-29,1,878,21.98,21.98
61134,15459,2013-11-29,1,877,7.95,7.95
61135,17857,2013-11-29,1,932,24.99,24.99
61136,16186,2013-11-29,1,921,4.99,4.99
61136,16186,2013-11-29,1,928,24.99,24.99
61136,16186,2013-11-29,1,707,34.99,34.99
61137,12498,2013-11-29,1,921,4.99,4.99
61137,12498,2013-11-29,1,930,35.0,35.0
61138,19822,2013-11-29,1,878,21.98,21.98
61138,19822,2013-11-29,1,871,9.99,9.99
61138,19822,2013-11-29,1,870,4.99,4.99
61139,16282,2013-11-29,1,878,21.98,21.98
61139,16282,2013-11-29,1,873,2.29,2.29
61140,16042,2013-11-29,1,928,24.99,24.99
61141,28546,2013-11-29,1,868,69.99,69.99
61141,28546,2013-11-29,1,713,49.99,49.99
61142,24857,2013-11-29,1,870,4.99,4.99
61143,13688,2013-11-29,1,928,24.99,24.99
61143,13688,2013-11-29,1,873,2.29,2.29
61144,19272,2013-11-29,1,712,8.99,8.99
61144,19272,2013-11-29,1,870,4.99,4.99
61145,18040,2013-11-29,1,929,29.99,29.99
61145,18040,2013-11-29,1,921,4.99,4.99
61145,18040,2013-11-29,1,879,159.0,159.0
61146,12956,2013-11-29,1,921,4.99,4.99
61146,12956,2013-11-29,1,930,35.0,35.0
61146,12956,2013-11-29,1,708,34.99,34.99
61146,12956,2013-11-29,1,859,24.49,24.49
61147,12146,2013-11-29,1,921,4.99,4.99
61147,12146,2013-11-29,1,930,35.0,35.0
61147,12146,2013-11-29,1,708,34.99,34.99
61147,12146,2013-11-29,1,859,24.49,24.49
61148,12933,2013-11-29,1,930,35.0,35.0
61148,12933,2013-11-29,1,921,4.99,4.99
61148,12933,2013-11-29,1,708,34.99,34.99
61148,12933,2013-11-29,1,715,49.99,49.99
61148,12933,2013-11-29,1,712,8.99,8.99
61149,12416,2013-11-29,1,930,35.0,35.0
61149,12416,2013-11-29,1,921,4.99,4.99
61150,16673,2013-11-29,1,795,2443.35,2443.35
61150,16673,2013-11-29,1,870,4.99,4.99
61150,16673,2013-11-29,1,712,8.99,8.99
61150,16673,2013-11-29,1,872,8.99,8.99
61151,22995,2013-11-29,1,795,2443.35,2443.35
61151,22995,2013-11-29,1,933,32.6,32.6
61151,22995,2013-11-29,1,922,3.99,3.99
61151,22995,2013-11-29,1,873,2.29,2.29
61152,14414,2013-11-29,1,981,769.49,769.49
61152,14414,2013-11-29,1,870,4.99,4.99
61152,14414,2013-11-29,1,871,9.99,9.99
61152,14414,2013-11-29,1,712,8.99,8.99
61153,13949,2013-11-29,1,782,2294.99,2294.99
61153,13949,2013-11-29,1,878,21.98,21.98
61153,13949,2013-11-29,1,716,49.99,49.99
61154,13905,2013-11-29,1,784,2294.99,2294.99
61154,13905,2013-11-29,1,878,21.98,21.98
61154,13905,2013-11-29,1,715,49.99,49.99
61155,11797,2013-11-29,1,784,2294.99,2294.99
61155,11797,2013-11-29,1,930,35.0,35.0
61155,11797,2013-11-29,1,921,4.99,4.99
61155,11797,2013-11-29,1,708,34.99,34.99
61155,11797,2013-11-29,1,858,24.49,24.49
61156,11778,2013-11-29,1,783,2294.99,2294.99
61157,26965,2013-11-29,1,961,742.35,742.35
61157,26965,2013-11-29,1,934,28.99,28.99
61157,26965,2013-11-29,1,923,4.99,4.99
61158,23348,2013-11-29,1,976,1700.99,1700.99
61158,23348,2013-11-29,1,872,8.99,8.99
61158,23348,2013-11-29,1,870,4.99,4.99
61158,23348,2013-11-29,1,712,8.99,8.99
61159,17308,2013-11-29,1,792,2443.35,2443.35
61160,19975,2013-11-29,1,794,2443.35,2443.35
61160,19975,2013-11-29,1,711,34.99,34.99
61161,25052,2013-11-29,1,798,1120.49,1120.49
61161,25052,2013-11-29,1,708,34.99,34.99
61162,22577,2013-11-29,1,999,539.99,539.99
61162,22577,2013-11-29,1,931,21.49,21.49
61163,22572,2013-11-29,1,997,539.99,539.99
61163,22572,2013-11-29,1,870,4.99,4.99
61163,22572,2013-11-29,1,872,8.99,8.99
61164,27359,2013-11-29,1,977,539.99,539.99
61164,27359,2013-11-29,1,931,21.49,21.49
61165,11101,2013-11-29,1,957,2384.07,2384.07
61165,11101,2013-11-29,1,872,8.99,8.99
61165,11101,2013-11-29,1,858,24.49,24.49
61165,11101,2013-11-29,1,870,4.99,4.99
61166,25867,2013-11-29,1,956,2384.07,2384.07
61167,23176,2013-11-29,1,977,539.99,539.99
61168,19123,2013-11-29,1,797,1120.49,1120.49
61168,19123,2013-11-29,1,714,49.99,49.99
61169,26937,2013-11-29,1,999,539.99,539.99
61169,26937,2013-11-29,1,931,21.49,21.49
61169,26937,2013-11-29,1,922,3.99,3.99
61169,26937,2013-11-29,1,884,53.99,53.99
61170,26913,2013-11-29,1,977,539.99,539.99
61170,26913,2013-11-29,1,872,8.99,8.99
61170,26913,2013-11-29,1,870,4.99,4.99
61170,26913,2013-11-29,1,881,53.99,53.99
61171,11241,2013-11-29,1,998,539.99,539.99
61171,11241,2013-11-29,1,870,4.99,4.99
61171,11241,2013-11-29,1,872,8.99,8.99
61172,28446,2013-11-29,1,954,2384.07,2384.07
61172,28446,2013-11-29,1,872,8.99,8.99
61172,28446,2013-11-29,1,870,4.99,4.99
61269,11792,2013-11-30,1,708,34.99,34.99
61269,11792,2013-11-30,1,714,49.99,49.99
61270,18259,2013-11-30,1,878,21.98,21.98
61271,20454,2013-11-30,1,931,21.49,21.49
61271,20454,2013-11-30,1,873,2.29,2.29
61272,21239,2013-11-30,1,921,4.99,4.99
61272,21239,2013-11-30,1,873,2.29,2.29
61273,23430,2013-11-30,1,870,4.99,4.99
61274,27148,2013-11-30,1,712,8.99,8.99
61274,27148,2013-11-30,1,868,69.99,69.99
61275,13996,2013-11-30,1,711,34.99,34.99
61276,17252,2013-11-30,1,881,53.99,53.99
61276,17252,2013-11-30,1,712,8.99,8.99
61277,15050,2013-11-30,1,987,564.99,564.99
61277,15050,2013-11-30,1,883,53.99,53.99
61277,15050,2013-11-30,1,712,8.99,8.99
61278,22308,2013-11-30,1,973,1700.99,1700.99
61278,22308,2013-11-30,1,872,8.99,8.99
61278,22308,2013-11-30,1,870,4.99,4.99
61278,22308,2013-11-30,1,881,53.99,53.99
61279,12859,2013-11-30,1,784,2294.99,2294.99
61279,12859,2013-11-30,1,878,21.98,21.98
61280,11891,2013-11-30,1,707,34.99,34.99
61281,28808,2013-11-30,1,932,24.99,24.99
61282,11306,2013-11-30,1,873,2.29,2.29
61283,26273,2013-11-30,1,931,21.49,21.49
61283,26273,2013-11-30,1,922,3.99,3.99
61283,26273,2013-11-30,1,711,34.99,34.99
61284,27477,2013-11-30,1,931,21.49,21.49
61284,27477,2013-11-30,1,873,2.29,2.29
61285,23791,2013-11-30,1,933,32.6,32.6
61285,23791,2013-11-30,1,922,3.99,3.99
61285,23791,2013-11-30,1,707,34.99,34.99
61286,11530,2013-11-30,1,929,29.99,29.99
61286,11530,2013-11-30,1,921,4.99,4.99
61287,15760,2013-11-30,1,871,9.99,9.99
61287,15760,2013-11-30,1,870,4.99,4.99
61287,15760,2013-11-30,1,882,53.99,53.99
61288,19709,2013-11-30,1,921,4.99,4.99
61288,19709,2013-11-30,1,929,29.99,29.99
61288,19709,2013-11-30,1,711,34.99,34.99
61289,23694,2013-11-30,1,921,4.99,4.99
61289,23694,2013-11-30,1,929,29.99,29.99
61289,23694,2013-11-30,1,708,34.99,34.99
61290,23011,2013-11-30,1,871,9.99,9.99
61290,23011,2013-11-30,1,870,4.99,4.99
61291,19779,2013-11-30,1,867,69.99,69.99
61292,22012,2013-11-30,1,871,9.99,9.99
61292,22012,2013-11-30,1,870,4.99,4.99
61293,18083,2013-11-30,1,870,4.99,4.99
61293,18083,2013-11-30,1,711,34.99,34.99
61293,18083,2013-11-30,1,715,49.99,49.99
61294,17396,2013-11-30,1,870,4.99,4.99
61294,17396,2013-11-30,1,877,7.95,7.95
61295,14751,2013-11-30,1,921,4.99,4.99
61295,14751,2013-11-30,1,873,2.29,2.29
61296,14996,2013-11-30,1,878,21.98,21.98
61297,12627,2013-11-30,1,934,28.99,28.99
61297,12627,2013-11-30,1,923,4.99,4.99
61297,12627,2013-11-30,1,872,8.99,8.99
61297,12627,2013-11-30,1,870,4.99,4.99
61297,12627,2013-11-30,1,882,53.99,53.99
61298,18155,2013-11-30,1,923,4.99,4.99
61298,18155,2013-11-30,1,712,8.99,8.99
61298,18155,2013-11-30,1,707,34.99,34.99
61299,12411,2013-11-30,1,930,35.0,35.0
61299,12411,2013-11-30,1,921,4.99,4.99
61300,13164,2013-11-30,1,878,21.98,21.98
61300,13164,2013-11-30,1,871,9.99,9.99
61300,13164,2013-11-30,1,870,4.99,4.99
61300,13164,2013-11-30,1,864,63.5,63.5
61301,16747,2013-11-30,1,795,2443.35,2443.35
61301,16747,2013-11-30,1,922,3.99,3.99
61301,16747,2013-11-30,1,933,32.6,32.6
61302,14486,2013-11-30,1,784,2294.99,2294.99
61302,14486,2013-11-30,1,870,4.99,4.99
61302,14486,2013-11-30,1,871,9.99,9.99
61303,13602,2013-11-30,1,956,2384.07,2384.07
61303,13602,2013-11-30,1,711,34.99,34.99
61304,12473,2013-11-30,1,953,1214.85,1214.85
61304,12473,2013-11-30,1,870,4.99,4.99
61304,12473,2013-11-30,1,872,8.99,8.99
61304,12473,2013-11-30,1,707,34.99,34.99
61305,20236,2013-11-30,1,976,1700.99,1700.99
61306,23431,2013-11-30,1,973,1700.99,1700.99
61306,23431,2013-11-30,1,872,8.99,8.99
61306,23431,2013-11-30,1,870,4.99,4.99
61307,20260,2013-11-30,1,975,1700.99,1700.99
61307,20260,2013-11-30,1,708,34.99,34.99
61308,20246,2013-11-30,1,792,2443.35,2443.35
61308,20246,2013-11-30,1,870,4.99,4.99
61308,20246,2013-11-30,1,872,8.99,8.99
61309,13625,2013-11-30,1,780,2319.99,2319.99
61309,13625,2013-11-30,1,876,120.0,120.0
61310,13541,2013-11-30,1,977,539.99,539.99
61310,13541,2013-11-30,1,931,21.49,21.49
61311,22466,2013-11-30,1,999,539.99,539.99
61311,22466,2013-11-30,1,872,8.99,8.99
61312,29082,2013-11-30,1,959,742.35,742.35
61313,11427,2013-12-01,1,976,1700.99,1700.99
61313,11427,2013-12-01,1,712,8.99,8.99
61313,11427,2013-12-01,1,711,34.99,34.99
61314,11211,2013-12-01,1,876,120.0,120.0
61315,15146,2013-12-01,1,932,24.99,24.99
61315,15146,2013-12-01,1,922,3.99,3.99
61315,15146,2013-12-01,1,711,34.99,34.99
61315,15146,2013-12-01,1,883,53.99,53.99
61315,15146,2013-12-01,1,712,8.99,8.99
61316,21187,2013-12-01,1,929,29.99,29.99
61316,21187,2013-12-01,1,873,2.29,2.29
61317,17355,2013-12-01,1,878,21.98,21.98
61318,18492,2013-12-01,1,878,21.98,21.98
61318,18492,2013-12-01,1,708,34.99,34.99
61319,20262,2013-12-01,1,922,3.99,3.99
61319,20262,2013-12-01,1,931,21.49,21.49
61319,20262,2013-12-01,1,873,2.29,2.29
61320,28943,2013-12-01,1,871,9.99,9.99
61320,28943,2013-12-01,1,870,4.99,4.99
61320,28943,2013-12-01,1,707,34.99,34.99
61321,14319,2013-12-01,1,716,49.99,49.99
61321,14319,2013-12-01,1,860,24.49,24.49
61322,12371,2013-12-01,1,873,2.29,2.29
61322,12371,2013-12-01,1,876,120.0,120.0
61323,17848,2013-12-01,1,973,1700.99,1700.99
61323,17848,2013-12-01,1,711,34.99,34.99
61324,25445,2013-12-01,1,973,1700.99,1700.99
61324,25445,2013-12-01,1,711,34.99,34.99
61325,21683,2013-12-01,1,976,1700.99,1700.99
61325,21683,2013-12-01,1,881,53.99,53.99
61325,21683,2013-12-01,1,860,24.49,24.49
61326,16422,2013-12-01,1,795,2443.35,2443.35
61326,16422,2013-12-01,1,877,7.95,7.95
61327,15684,2013-12-01,1,782,2294.99,2294.99
61327,15684,2013-12-01,1,712,8.99,8.99
61327,15684,2013-12-01,1,707,34.99,34.99
61328,11684,2013-12-01,1,883,53.99,53.99
61329,27065,2013-12-01,1,934,28.99,28.99
61329,27065,2013-12-01,1,923,4.99,4.99
61329,27065,2013-12-01,1,707,34.99,34.99
61330,24394,2013-12-01,1,933,32.6,32.6
61330,24394,2013-12-01,1,922,3.99,3.99
61331,11262,2013-12-01,1,933,32.6,32.6
61331,11262,2013-12-01,1,922,3.99,3.99
61331,11262,2013-12-01,1,873,2.29,2.29
61332,25967,2013-12-01,1,928,24.99,24.99
61332,25967,2013-12-01,1,921,4.99,4.99
61333,11091,2013-12-01,1,921,4.99,4.99
61333,11091,2013-12-01,1,929,29.99,29.99
61334,22239,2013-12-01,1,929,29.99,29.99
61334,22239,2013-12-01,1,873,2.29,2.29
61335,19864,2013-12-01,1,869,69.99,69.99
61336,19876,2013-12-01,1,867,69.99,69.99
61336,19876,2013-12-01,1,875,8.99,8.99
61337,26802,2013-12-01,1,870,4.99,4.99
61338,16720,2013-12-01,1,921,4.99,4.99
61338,16720,2013-12-01,1,708,34.99,34.99
61339,14409,2013-12-01,1,878,21.98,21.98
61339,14409,2013-12-01,1,865,63.5,63.5
61340,13737,2013-12-01,1,878,21.98,21.98
61340,13737,2013-12-01,1,871,9.99,9.99
61340,13737,2013-12-01,1,870,4.99,4.99
61340,13737,2013-12-01,1,873,2.29,2.29
61341,16300,2013-12-01,1,878,21.98,21.98
61341,16300,2013-12-01,1,714,49.99,49.99
61342,12497,2013-12-01,1,921,4.99,4.99
61342,12497,2013-12-01,1,930,35.0,35.0
61342,12497,2013-12-01,1,873,2.29,2.29
61343,22672,2013-12-01,1,859,24.49,24.49
61343,22672,2013-12-01,1,870,4.99,4.99
61344,17816,2013-12-01,1,921,4.99,4.99
61344,17816,2013-12-01,1,929,29.99,29.99
61344,17816,2013-12-01,1,873,2.29,2.29
61345,20135,2013-12-01,1,929,29.99,29.99
61345,20135,2013-12-01,1,921,4.99,4.99
61345,20135,2013-12-01,1,707,34.99,34.99
61346,16293,2013-12-01,1,870,4.99,4.99
61347,21816,2013-12-01,1,870,4.99,4.99
61347,21816,2013-12-01,1,858,24.49,24.49
61347,21816,2013-12-01,1,883,53.99,53.99
61348,23919,2013-12-01,1,934,28.99,28.99
61348,23919,2013-12-01,1,923,4.99,4.99
61348,23919,2013-12-01,1,858,24.49,24.49
61349,12563,2013-12-01,1,934,28.99,28.99
61349,12563,2013-12-01,1,923,4.99,4.99
61349,12563,2013-12-01,1,708,34.99,34.99
61350,11280,2013-12-01,1,930,35.0,35.0
61350,11280,2013-12-01,1,921,4.99,4.99
61350,11280,2013-12-01,1,707,34.99,34.99
61351,11201,2013-12-01,1,930,35.0,35.0
61351,11201,2013-12-01,1,878,21.98,21.98
61351,11201,2013-12-01,1,707,34.99,34.99
61352,12135,2013-12-01,1,930,35.0,35.0
61353,16717,2013-12-01,1,878,21.98,21.98
61353,16717,2013-12-01,1,707,34.99,34.99
61353,16717,2013-12-01,1,864,63.5,63.5
61354,12611,2013-12-01,1,712,8.99,8.99
61355,12563,2013-12-01,1,713,49.99,49.99
61356,14580,2013-12-01,1,983,769.49,769.49
61357,14581,2013-12-01,1,980,769.49,769.49
61357,14581,2013-12-01,1,929,29.99,29.99
61357,14581,2013-12-01,1,921,4.99,4.99
61357,14581,2013-12-01,1,708,34.99,34.99
61357,14581,2013-12-01,1,858,24.49,24.49
61358,14456,2013-12-01,1,780,2319.99,2319.99
61358,14456,2013-12-01,1,878,21.98,21.98
61358,14456,2013-12-01,1,865,63.5,63.5
61359,14420,2013-12-01,1,780,2319.99,2319.99
61360,12041,2013-12-01,1,782,2294.99,2294.99
61360,12041,2013-12-01,1,921,4.99,4.99
61360,12041,2013-12-01,1,930,35.0,35.0
61360,12041,2013-12-01,1,711,34.99,34.99
61360,12041,2013-12-01,1,716,49.99,49.99
61361,25127,2013-12-01,1,798,1120.49,1120.49
61361,25127,2013-12-01,1,884,53.99,53.99
61362,13648,2013-12-01,1,782,2294.99,2294.99
61362,13648,2013-12-01,1,873,2.29,2.29
61363,29201,2013-12-01,1,963,742.35,742.35
61363,29201,2013-12-01,1,870,4.99,4.99
61363,29201,2013-12-01,1,872,8.99,8.99
61364,24684,2013-12-01,1,955,2384.07,2384.07
61364,24684,2013-12-01,1,712,8.99,8.99
61365,20683,2013-12-01,1,975,1700.99,1700.99
61365,20683,2013-12-01,1,707,34.99,34.99
61366,14185,2013-12-01,1,957,2384.07,2384.07
61366,14185,2013-12-01,1,870,4.99,4.99
61366,14185,2013-12-01,1,872,8.99,8.99
61366,14185,2013-12-01,1,880,54.99,54.99
61367,11099,2013-12-01,1,968,2384.07,2384.07
61367,11099,2013-12-01,1,870,4.99,4.99
61367,11099,2013-12-01,1,872,8.99,8.99
61367,11099,2013-12-01,1,882,53.99,53.99
61368,11904,2013-12-01,1,969,2384.07,2384.07
61368,11904,2013-12-01,1,711,34.99,34.99
61369,29084,2013-12-01,1,958,742.35,742.35
61370,11464,2013-12-01,1,954,2384.07,2384.07
61370,11464,2013-12-01,1,707,34.99,34.99
61371,27515,2013-12-01,1,999,539.99,539.99
61372,12139,2013-12-02,1,877,7.95,7.95
61373,11122,2013-12-02,1,871,9.99,9.99
61374,13046,2013-12-02,1,708,34.99,34.99
61375,13150,2013-12-02,1,708,34.99,34.99
61376,13613,2013-12-02,1,877,7.95,7.95
61377,18199,2013-12-02,1,712,8.99,8.99
61378,18270,2013-12-02,1,712,8.99,8.99
61379,16436,2013-12-02,1,795,2443.35,2443.35
61379,16436,2013-12-02,1,922,3.99,3.99
61379,16436,2013-12-02,1,933,32.6,32.6
61379,16436,2013-12-02,1,711,34.99,34.99
61380,15927,2013-12-02,1,784,2294.99,2294.99
61380,15927,2013-12-02,1,930,35.0,35.0
61380,15927,2013-12-02,1,873,2.29,2.29
61381,12623,2013-12-02,1,784,2294.99,2294.99
61381,12623,2013-12-02,1,930,35.0,35.0
61382,15697,2013-12-02,1,784,2294.99,2294.99
61382,15697,2013-12-02,1,878,21.98,21.98
61382,15697,2013-12-02,1,871,9.99,9.99
61382,15697,2013-12-02,1,870,4.99,4.99
61383,14429,2013-12-02,1,781,2319.99,2319.99
61383,14429,2013-12-02,1,878,21.98,21.98
61383,14429,2013-12-02,1,880,54.99,54.99
61384,11086,2013-12-02,1,922,3.99,3.99
61384,11086,2013-12-02,1,715,49.99,49.99
61385,11262,2013-12-02,1,873,2.29,2.29
61385,11262,2013-12-02,1,877,7.95,7.95
61386,27609,2013-12-02,1,934,28.99,28.99
61386,27609,2013-12-02,1,923,4.99,4.99
61386,27609,2013-12-02,1,873,2.29,2.29
61387,28253,2013-12-02,1,923,4.99,4.99
61387,28253,2013-12-02,1,712,8.99,8.99
61388,14265,2013-12-02,1,928,24.99,24.99
61388,14265,2013-12-02,1,873,2.29,2.29
61389,25194,2013-12-02,1,933,32.6,32.6
61390,27458,2013-12-02,1,934,28.99,28.99
61390,27458,2013-12-02,1,923,4.99,4.99
61390,27458,2013-12-02,1,711,34.99,34.99
61391,16497,2013-12-02,1,934,28.99,28.99
61391,16497,2013-12-02,1,923,4.99,4.99
61392,26687,2013-12-02,1,928,24.99,24.99
61393,16085,2013-12-02,1,933,32.6,32.6
61393,16085,2013-12-02,1,922,3.99,3.99
61393,16085,2013-12-02,1,707,34.99,34.99
61394,16948,2013-12-02,1,871,9.99,9.99
61394,16948,2013-12-02,1,708,34.99,34.99
61394,16948,2013-12-02,1,714,49.99,49.99
61394,16948,2013-12-02,1,859,24.49,24.49
61395,17699,2013-12-02,1,870,4.99,4.99
61395,17699,2013-12-02,1,880,54.99,54.99
61395,17699,2013-12-02,1,877,7.95,7.95
61396,25328,2013-12-02,1,870,4.99,4.99
61396,25328,2013-12-02,1,711,34.99,34.99
61396,25328,2013-12-02,1,716,49.99,49.99
61397,25002,2013-12-02,1,870,4.99,4.99
61398,23368,2013-12-02,1,921,4.99,4.99
61399,15939,2013-12-02,1,921,4.99,4.99
61399,15939,2013-12-02,1,708,34.99,34.99
61400,14375,2013-12-02,1,921,4.99,4.99
61400,14375,2013-12-02,1,708,34.99,34.99
61401,20740,2013-12-02,1,878,21.98,21.98
61401,20740,2013-12-02,1,712,8.99,8.99
61401,20740,2013-12-02,1,713,49.99,49.99
61402,14254,2013-12-02,1,878,21.98,21.98
61402,14254,2013-12-02,1,711,34.99,34.99
61402,14254,2013-12-02,1,860,24.49,24.49
61403,14942,2013-12-02,1,921,4.99,4.99
61404,16314,2013-12-02,1,878,21.98,21.98
61404,16314,2013-12-02,1,715,49.99,49.99
61405,16943,2013-12-02,1,928,24.99,24.99
61405,16943,2013-12-02,1,921,4.99,4.99
61405,16943,2013-12-02,1,877,7.95,7.95
61406,21522,2013-12-02,1,921,4.99,4.99
61406,21522,2013-12-02,1,929,29.99,29.99
61406,21522,2013-12-02,1,708,34.99,34.99
61406,21522,2013-12-02,1,881,53.99,53.99
61407,20974,2013-12-02,1,922,3.99,3.99
61407,20974,2013-12-02,1,873,2.29,2.29
61407,20974,2013-12-02,1,876,120.0,120.0
61408,26915,2013-12-02,1,922,3.99,3.99
61408,26915,2013-12-02,1,880,54.99,54.99
61409,15155,2013-12-02,1,783,2294.99,2294.99
61409,15155,2013-12-02,1,930,35.0,35.0
61409,15155,2013-12-02,1,921,4.99,4.99
61409,15155,2013-12-02,1,878,21.98,21.98
61409,15155,2013-12-02,1,874,8.99,8.99
61410,14648,2013-12-02,1,784,2294.99,2294.99
61410,14648,2013-12-02,1,878,21.98,21.98
61410,14648,2013-12-02,1,877,7.95,7.95
61411,14484,2013-12-02,1,784,2294.99,2294.99
61411,14484,2013-12-02,1,871,9.99,9.99
61411,14484,2013-12-02,1,870,4.99,4.99
